鼻x,鼻y,左眼x,左眼y,右眼x,右眼y,左耳x,左耳y,右耳x,右耳y,左肩x,左肩y,右肩x,右肩y,左腕x,左腕y,右腕x,右腕y,左耳肩,右耳肩,左耳腕,右耳腕,左耳眼,右耳眼,左耳壁,右耳壁,上耳壁,下耳壁,鼻颈角,肩壁角,category
123.0164108,143.7367249,134.9695282,131.7835999,107.0789108,131.7835999,150.9070282,141.2464905,89.14922333,147.7210999,182.7820282,208.9808655,63.25078201,207.4867249,-1,-1,-1,-1,74.85960981,65.13569831,208.1100893,173.9104597,18.53510737,23.9891142,151.4872954,168.0122122,143.8230935,112.3738364,90,90,0
121.0242233,143.7874451,134.9695282,131.8343201,107.0789108,131.8343201,148.9148407,139.8030701,89.14922333,145.2815857,182.7820282,209.0315857,61.25859451,207.5374451,-1,-1,-1,-1,77.06863023,68.21788037,205.6695505,171.8289405,16.06152911,22.41210938,149.3818672,167.7433602,143.9565588,112.429173,91,90,0
121.0242233,143.9946289,134.9695282,132.0415039,107.0789108,133.5356445,148.9148407,140.0102539,89.14922333,145.4887695,180.7898407,207.7446289,61.25859451,207.7446289,-1,-1,-1,-1,74.85960981,68.21788037,205.8114457,172.0053548,16.06152911,21.54880254,149.3983801,167.7648316,144.1634996,112.2223891,90,90,0
121.0242233,144.3748474,134.9695282,129.931488,105.0867233,132.4217224,148.9148407,140.3904724,89.14922333,145.868988,180.7898407,208.1248474,61.25859451,208.1248474,-1,-1,-1,-1,74.85960981,68.21788037,206.0721358,172.329284,17.43164063,20.85264633,149.4294268,167.8048939,144.5432739,111.8429084,90,90,0
121.0242233,144.3232269,132.9773407,129.8798676,105.0867233,132.3701019,148.9148407,140.3388519,89.14922333,144.3232269,180.7898407,208.0732269,61.25859451,208.0732269,-1,-1,-1,-1,74.85960981,69.58411942,206.0367213,171.0138087,19.06290273,19.921875,149.4251553,167.6473364,144.4917136,111.8944284,90,90,0
121.0242233,145.4477234,134.9695282,132.0004578,107.0789108,133.4945984,148.9148407,139.9692078,89.14922333,145.4477234,180.7898407,207.7035828,61.25859451,207.7035828,-1,-1,-1,-1,74.85960981,68.21788037,205.7833254,171.9703991,16.06152911,21.54880254,149.395086,167.7605577,145.6149089,110.7721415,90,90,0
121.0242233,144.3630829,134.9695282,132.4099579,107.0789108,132.4099579,148.9148407,140.3787079,89.14922333,145.8572235,180.7898407,208.1130829,59.26640701,208.1130829,-1,-1,-1,-1,74.85960981,69.0563157,206.0640641,172.3192577,16.06152911,22.41210938,149.4284517,167.8036415,144.5315231,111.85465,90,90,0
121.0242233,144.3806915,134.9695282,132.4275665,107.0789108,133.9217072,148.9148407,141.8904572,89.14922333,145.8748322,180.7898407,208.1306915,59.26640701,208.1306915,-1,-1,-1,-1,73.5104365,69.0563157,207.104182,172.3342647,16.85283477,21.54880254,149.5612737,167.8055163,144.5491112,111.8370756,90,90,0
150.9070282,105.3357468,166.8445282,86.90801239,132.9773407,89.39824677,182.7820282,98.86113739,111.0632858,102.8455124,222.6257782,166.5955048,79.18828583,169.0857391,-1,-1,170.8289032,250.2673645,78.58415195,73.51042963,209.1604185,159.0758671,19.921875,25.71098508,185.0900947,147.1033629,107.7977341,152.3956992,91,90,0
134.6771545,91.39940643,148.4277191,66.35372162,120.9265747,67.82699585,166.1070251,83.54193878,109.1403732,78.13993073,187.7150726,177.8315735,83.60359192,176.3582916,-1,-1,-1,-1,96.73387684,101.4838589,187.2754583,135.6245938,24.6575074,15.66113569,171.9536653,155.0927996,91.64298058,164.7359699,91,90,0
-1,-1,34.31892014,128.63414,-1,-1,38.89377594,127.7763519,54.90577316,124.0592804,35.46263504,158.370697,65.19919586,159.8003387,16.01949692,220.1312408,-1,-1,30.78614428,37.19378715,95.14545784,136.9864193,4.654579039,136.9864193,38.89441895,201.1328351,129.0038759,287.5586897,108,93,0
-1,-1,-1,-1,-1,-1,41.09149933,124.7619781,58.65464401,122.4202271,39.92061996,162.2300262,70.36341095,159.8882751,-1,-1,-1,-1,37.48633867,39.2549341,132.618888,137.0811037,132.618888,137.0811037,41.21888041,197.4242219,129.0038759,287.5586897,110,85,0
-1,-1,-1,-1,-1,-1,39.4107933,123.738678,56.91509247,121.4047775,35.909935,162.5398712,70.9185257,158.7472839,-1,-1,-1,-1,38.95880652,39.88181198,131.1212035,135.4145025,131.1212035,135.4145025,39.6405032,199.1941198,129.0038759,287.5586897,109,83,0
38.33167267,129.9840546,39.50574493,125.2877655,-1,-1,47.72426224,129.1035004,-1,-1,39.50574493,161.9775543,64.1612854,161.9775543,12.50205803,221.5617676,-1,-1,33.88580012,175.5211564,98.94005683,0,9.061117989,0,47.73701833,287.5586897,157.9122015,154.6623013,113,90,0
36.6332016,130.7834778,38.92317963,126.2035217,-1,-1,45.79312134,129.9247437,-1,-1,37.77819061,164.2744293,65.25794983,162.8432007,-1,-1,-1,-1,35.27236907,176.7334443,139.0355519,0,7.813039852,0,45.83355321,287.5586897,159.5374875,155.006675,115,87,0
37.39712143,130.5740051,38.53615189,126.0178757,-1,-1,45.37034225,128.2959442,-1,-1,37.39712143,163.321167,65.87291718,163.321167,-1,-1,-1,-1,35.92128173,177.4075336,137.359564,0,7.203870784,0,45.37130745,287.5586897,158.9290798,154.7273789,114,90,0
37.76838303,130.0777435,38.93334961,126.2916031,-1,-1,45.92314529,128.6215363,-1,-1,37.76838303,162.6967926,64.56260681,163.5705261,-1,-1,-1,-1,35.03745486,177.14941,137.8532706,0,7.367891983,0,45.92735112,287.5586897,158.3097093,154.9133931,113,92,0
36.61307144,131.2778931,38.89391327,126.7162018,-1,-1,45.73644257,128.1417236,-1,-1,37.75349045,162.3543701,65.12360382,163.2096863,-1,-1,-1,-1,35.13164818,177.0230269,137.3385592,0,6.989443449,0,45.73666215,287.5586897,159.9545433,154.6194511,116,92,0
36.61193466,131.2307434,37.77427292,126.581398,-1,-1,45.91063309,128.9060669,-1,-1,37.77427292,161.4515076,65.67036438,162.9044342,12.20285606,221.021286,-1,-1,33.54707238,176.9451922,98.08887717,0,8.461940806,0,45.91957303,287.5586897,159.9164985,154.6581581,117,93,0
121.0242233,97.36699677,134.9695282,73.46074677,107.0789108,74.95488739,150.9070282,81.42949677,95.12578583,86.90801239,180.7898407,185.0232391,73.21172333,182.5330048,-1,-1,-1,-1,107.8176513,98.10384957,172.8304578,130.2612196,17.8186667,16.90427149,157.9295505,166.0393454,97.61656375,158.7863066,94,89,0
123.0164108,98.86113739,136.9617157,78.93926239,111.0632858,81.42949677,152.8992157,90.89238739,97.11797333,93.38262177,182.7820282,182.5330048,79.18828583,186.5173798,-1,-1,-1,-1,96.3897569,94.84490941,179.2461421,136.1441001,19.921875,18.36706122,157.3376785,162.6095362,98.98666904,157.2178689,96,92,0
123.0164108,98.86113739,136.9617157,78.93926239,111.0632858,81.42949677,152.8992157,89.39824677,97.11797333,93.38262177,182.7820282,185.0232391,79.18828583,189.0076141,-1,-1,-1,-1,100.1854363,97.29138122,178.4847658,136.1441001,19.06290273,18.36706122,157.6967518,162.6095362,98.98666904,157.2178689,96,92,0
123.0164108,97.36699677,136.9617157,78.93926239,111.0632858,78.93926239,150.9070282,89.39824677,97.11797333,93.38262177,182.7820282,182.5330048,79.18828583,186.5173798,-1,-1,-1,-1,98.43829931,94.84490941,176.7698737,136.1441001,17.43164063,20.07691138,155.765935,162.6095362,97.49445225,158.7112658,96,92,0
123.0164108,98.86113739,136.9617157,78.93926239,111.0632858,81.42949677,150.9070282,90.89238739,97.11797333,93.38262177,182.7820282,182.5330048,79.18828583,186.5173798,-1,-1,-1,-1,97.02586447,94.84490941,177.5386045,136.1441001,18.36706122,18.36706122,155.4024005,162.6095362,98.98666904,157.2178689,96,92,0
123.0164108,97.36699677,136.9617157,78.93926239,111.0632858,78.93926239,152.8992157,90.89238739,97.11797333,90.89238739,182.7820282,185.0232391,69.88825989,187.1142883,-1,-1,-1,-1,98.76031457,100.0005576,179.2461421,134.4297123,19.921875,18.36706122,157.3376785,163.1578172,97.49445225,158.7112658,93,91,0
123.0164108,98.86113739,136.9617157,78.93926239,111.0632858,78.93926239,152.8992157,89.39824677,97.11797333,90.89238739,182.7820282,185.0232391,77.19609833,186.5173798,-1,-1,-1,-1,100.1854363,97.67814632,178.4847658,134.4297123,19.06290273,18.36706122,157.6967518,163.1578172,98.98666904,157.2178689,95,90,0
125.0085983,97.36699677,138.9539032,78.93926239,111.0632858,77.44512177,152.8992157,90.89238739,97.11797333,89.39824677,182.7820282,182.5330048,77.19609833,185.0232391,-1,-1,-1,-1,96.3897569,97.67814632,179.2461421,133.4128169,18.36706122,18.36706122,157.3376785,163.5041093,97.41293827,158.6612057,94,91,0
123.0164108,97.36699677,136.9617157,77.44512177,109.0710983,77.44512177,152.8992157,89.39824677,97.11797333,90.89238739,182.7820282,185.0232391,65.96823883,188.1531982,-1,-1,-1,-1,100.1854363,102.1272309,178.4847658,134.4297123,19.921875,17.99183565,157.6967518,163.1578172,97.49445225,158.7112658,91,91,0
125.0085983,97.36699677,136.9617157,78.93926239,111.0632858,78.93926239,150.9070282,89.39824677,97.11797333,90.89238739,182.7820282,185.0232391,69.74589539,187.1075134,-1,-1,-1,-1,100.7975932,100.0329002,176.7698737,134.4297123,17.43164063,18.36706122,155.765935,163.1578172,97.41293827,158.6612057,91,91,0
154.8914032,105.3357468,168.8367157,89.39824677,136.9617157,89.39824677,186.7664032,94.87676239,113.0554733,102.8455124,222.6257782,166.5955048,83.17266083,165.1013641,-1,-1,186.7664032,250.2673645,80.18399331,69.05630717,210.8283087,164.8226431,18.74800862,27.42876915,189.6808853,145.1409176,108.7141532,153.045303,89,90,0
127.0007858,114.7986374,148.9148407,89.39824677,101.1023483,89.39824677,174.8132782,93.38262177,71.21953583,101.3513718,232.5867157,198.4705048,7.469531536,200.9607391,-1,-1,-1,-1,119.9217796,118.2627968,199.5454537,125.2655765,26.20313548,32.18477404,178.2078705,186.692178,114.8029859,141.204898,86,90,0
121.0242233,94.87676239,144.9304657,74.95488739,99.11016083,77.44512177,172.8210907,77.44512177,71.21953583,82.92363739,224.6179657,190.5017548,27.39140511,189.0076141,-1,-1,-1,-1,124.3572214,114.7811621,190.7024087,110.7196381,28.00157549,28.42360104,180.0636696,190.199102,95.13286237,161.2741739,94,90,0
121.0242233,97.36699677,142.9382782,74.95488739,97.11797333,77.44512177,172.8210907,77.44512177,71.21953583,82.92363739,222.6257782,189.0076141,27.39140511,186.5173798,-1,-1,-1,-1,122.1748608,112.4836366,190.7024087,110.7196381,29.98639275,26.47155451,180.0636696,190.199102,97.61656375,158.7863066,93,90,0
121.0242233,97.36699677,142.9382782,74.95488739,97.11797333,77.44512177,174.8132782,77.44512177,71.21953583,85.41387177,222.6257782,189.0076141,27.39140511,189.0076141,-1,-1,-1,-1,121.3763769,112.4836366,192.5199884,112.6189087,31.9721268,27.09667953,181.9765863,189.6243609,97.61656375,158.7863066,93,90,0
119.0320358,97.36699677,142.9382782,74.95488739,97.11797333,77.44512177,174.8132782,74.95488739,71.21953583,82.92363739,224.6179657,190.5017548,29.38359261,189.0076141,-1,-1,-1,-1,125.8236284,114.035329,191.5188077,110.7196381,31.875,26.47155451,182.6840612,190.199102,97.77912068,158.886293,95,90,0
123.0164108,97.36699677,146.9226532,74.95488739,99.11016083,77.44512177,174.8132782,77.44512177,73.21172333,82.92363739,224.6179657,189.0076141,27.39140511,189.0076141,-1,-1,-1,-1,122.1748608,115.5565303,192.5199884,112.0292676,28.00157549,26.47155451,181.9765863,188.2642626,97.49445225,158.7112658,92,90,0
134.9695282,124.5969086,144.9304657,106.1691742,123.0164108,106.1691742,156.8835907,118.1222992,111.0632858,122.1066742,180.7898407,189.8410492,89.14922333,189.8410492,242.5476532,248.1125183,-1,-1,75.59820031,71.19109278,155.6784785,166.4735212,16.90427149,19.921875,157.1942429,145.05648,124.7916822,131.5877911,91,90,0
134.9695282,122.7896957,144.9304657,105.3580551,123.0164108,106.8521957,156.8835907,117.3111801,111.0632858,122.7896957,178.7976532,189.0299225,89.14922333,189.0299225,240.5554657,248.7955322,-1,-1,74.99202719,69.77100956,155.8496632,166.9792466,16.90427149,19.921875,157.2472954,145.0303361,122.9873315,133.3925016,90,90,0
134.9695282,123.3770752,144.9304657,107.4395752,123.0164108,107.4395752,156.8835907,119.3927002,111.0632858,120.8868408,180.7898407,188.6212158,87.15703583,191.1114502,240.5554657,248.3868256,-1,-1,73.2399902,74.18223878,153.7545676,165.5734942,16.90427149,17.99183565,157.1195298,145.1111579,123.5737715,132.805928,90,91,0
134.9695282,122.5758896,144.9304657,106.6383896,123.0164108,106.6383896,156.8835907,118.5915146,111.0632858,122.5758896,180.7898407,188.8161316,89.14922333,188.8161316,242.5476532,248.5817413,-1,-1,74.18224601,69.77102404,155.6784849,166.8208036,16.90427149,19.921875,157.1654562,145.0381746,122.7738695,133.6060162,91,90,0
134.9695282,124.0926666,144.9304657,105.6649323,123.0164108,108.1551666,156.8835907,120.1082916,111.0632858,124.0926666,180.7898407,189.3368073,89.14922333,189.3368073,242.5476532,249.102417,-1,-1,73.2399902,68.82604174,154.8477187,167.9474777,18.74800862,19.921875,157.0819534,144.9893733,124.2882305,132.091328,91,90,0
134.9695282,125.2652512,144.9304657,106.8375168,123.0164108,106.8375168,156.8835907,118.7906418,111.0632858,122.7750168,180.7898407,189.0152588,89.14922333,189.0152588,240.5554657,248.7808685,-1,-1,74.18224601,69.77102404,154.5912084,166.9683647,16.90427149,19.921875,157.1536615,145.0308642,125.4589872,130.9203914,91,90,0
134.9695282,125.4248886,144.9304657,106.9971542,123.0164108,106.9971542,156.8835907,117.4561386,111.0632858,122.9346542,180.7898407,189.1748962,89.14922333,189.1748962,240.5554657,250.4346466,-1,-1,75.59820755,69.77102404,157.1122728,167.0867396,15.88293271,19.921875,157.2375084,145.0252007,125.6183785,130.7609806,91,90,0
134.9695282,122.5415115,144.9304657,106.6040115,123.0164108,106.6040115,156.8835907,118.5571365,111.0632858,122.5415115,178.7976532,188.7817383,89.14922333,188.7817383,240.5554657,248.547348,-1,-1,73.56439917,69.77100956,154.5911956,166.795339,16.90427149,19.921875,157.167518,145.0394643,122.7395469,133.6403474,90,90,0
134.9695282,124.5352554,144.9304657,107.1036148,123.0164108,107.1036148,156.8835907,119.0567398,111.0632858,123.0411148,180.7898407,188.2852478,87.15703583,190.7754822,240.5554657,250.5410919,-1,-1,73.23998299,71.82933462,155.8496632,167.1657207,16.90427149,19.921875,157.1382924,145.0215214,124.7301253,131.6493577,90,91,0
134.9695282,123.6310883,144.9304657,106.1994476,123.0164108,106.1994476,156.8835907,118.1525726,111.0632858,122.1369476,180.7898407,189.8713226,89.14922333,189.8713226,240.5554657,249.6369324,-1,-1,75.59820031,71.19109278,155.8496696,166.4959096,16.90427149,19.921875,157.1923435,145.0552533,123.8273811,132.5522656,91,90,0
115.0476608,102.8455124,134.9695282,82.92363739,95.12578583,85.41387177,160.8679657,86.90801239,71.21953583,94.87676239,206.6882782,194.4861298,17.43046761,189.0076141,-1,-1,-1,-1,116.9296899,108.4153177,184.1984174,120.0333909,26.20313548,25.71099158,166.0332913,187.7257809,103.657911,153.7012042,89,89,0
119.0320358,97.36699677,142.9382782,74.95488739,97.11797333,77.44512177,172.8210907,77.44512177,71.21953583,82.92363739,222.6257782,190.5017548,27.39140511,186.5173798,-1,-1,-1,-1,123.5407186,112.4836366,190.7024087,110.7196381,29.98639275,26.47155451,180.0636696,190.199102,97.77912068,158.886293,94,89,0
119.0320358,97.36699677,142.9382782,74.95488739,97.11797333,77.44512177,172.8210907,77.44512177,71.21953583,85.41387177,222.6257782,190.5017548,27.39140511,189.0076141,-1,-1,-1,-1,123.5407186,112.4836366,190.7024087,112.6189087,29.98639275,27.09667953,180.0636696,189.6243609,97.77912068,158.886293,94,90,0
123.0164108,97.36699677,146.9226532,74.95488739,99.11016083,78.93926239,174.8132782,78.93926239,73.21172333,85.41387177,224.6179657,190.5017548,29.38359261,189.0076141,-1,-1,-1,-1,122.1748608,112.4836366,193.1336182,113.9067035,28.17378581,26.69549834,181.5671727,187.6835965,97.49445225,158.7112658,93,90,0
144.9304657,105.3357468,158.8757782,85.41387177,125.0085983,86.90801239,176.8054657,94.87676239,103.0945358,101.3513718,214.6570282,165.1013641,75.20391083,165.1013641,142.9382782,236.8200989,-1,-1,79.77615856,69.5841109,145.9277121,145.984505,20.27362801,26.24569994,179.8814097,155.2102779,106.687676,151.6125254,91,90,0
125.0085983,105.3357468,142.9382782,89.39824677,105.0867233,89.39824677,166.8445282,90.89238739,79.18828583,94.87676239,220.6335907,198.4705048,21.41484261,202.4548798,-1,-1,-1,-1,120.2759934,122.1098771,191.3530677,124.9900586,23.95289639,26.47155451,170.9212436,179.8875514,105.3782142,150.6939471,88,91,0
111.0632858,85.41387177,130.9851532,70.97051239,95.12578583,69.47637177,154.8914032,93.38262177,75.20391083,89.39824677,190.7507782,182.5330048,33.36796951,174.5642548,-1,-1,-1,-1,96.09206816,94.88674778,182.2366837,118.2323096,32.76906217,28.17378581,158.7126638,184.8710935,87.0768728,171.4248507,91,88,0
111.0632858,85.41387177,130.9851532,69.47637177,95.12578583,66.98613739,154.8914032,93.38262177,75.20391083,89.39824677,192.7429657,181.0388641,33.36796951,177.0544891,-1,-1,-1,-1,95.47961882,97.12807427,182.2366837,118.2323096,33.80854298,29.98639275,158.7126638,184.8710935,87.0768728,171.4248507,92,89,0
111.0632858,85.41387177,130.9851532,69.47637177,95.12578583,69.47637177,154.8914032,93.38262177,75.20391083,86.90801239,190.7507782,181.0388641,33.36796951,177.0544891,-1,-1,-1,-1,94.70750552,99.38125203,182.2366837,116.3393943,33.80854298,26.47155451,158.7126638,185.4070584,87.0768728,171.4248507,91,89,0
111.0632858,85.41387177,130.9851532,69.47637177,95.12578583,69.47637177,154.8914032,93.38262177,75.20391083,89.39824677,190.7507782,181.0388641,33.36796951,174.5642548,-1,-1,-1,-1,94.70750552,94.88674778,182.2366837,118.2323096,33.80854298,28.17378581,158.7126638,184.8710935,87.0768728,171.4248507,91,88,0
111.0632858,85.41387177,128.9929657,69.47637177,95.12578583,66.98613739,152.8992157,93.38262177,75.20391083,86.90801239,190.7507782,182.5330048,33.36796951,174.5642548,-1,-1,-1,-1,96.85314436,97.12807427,180.5354477,116.3393943,33.80854298,28.17378581,156.7690436,185.4070584,87.0768728,171.4248507,91,88,0
111.0632858,85.41387177,128.9929657,69.47637177,93.13359833,66.98613739,152.8992157,93.38262177,75.20391083,86.90801239,190.7507782,181.0388641,33.36796951,174.5642548,-1,-1,-1,-1,95.47961882,97.12807427,180.5354477,116.3393943,33.80854298,26.80214166,156.7690436,185.4070584,87.0768728,171.4248507,91,88,0
109.0710983,85.41387177,128.9929657,69.47637177,93.13359833,66.98613739,152.8992157,93.38262177,73.21172333,85.41387177,190.7507782,181.0388641,33.36796951,177.0544891,-1,-1,-1,-1,95.47961882,99.92761115,180.5354477,113.9067035,33.80854298,27.13784254,156.7690436,187.6835965,87.48618639,171.6331275,92,89,0
109.0710983,85.41387177,128.9929657,69.47637177,93.13359833,66.98613739,150.9070282,93.38262177,75.20391083,86.90801239,188.7585907,181.0388641,31.37578011,177.0544891,-1,-1,-1,-1,95.47961882,100.2361826,178.8402206,116.3393943,32.43046291,26.80214166,154.826658,185.4070584,87.48618639,171.6331275,91,89,0
